tx_id,customer_id,tx_ts,amount,product_id,quantity,unit_price
ad81fb02-350c-437f-be6e-db61aaac4a40,cust_480,2025-04-13T15:13:35.047621,293.06,prod_99,2,146.53
98607100-9401-4a51-8981-bb8ace8a0506,cust_119,2025-07-24T15:24:20.047621,323.52,prod_114,3,107.84
99357547-ca42-4cc4-aae0-bb8ffdcb3848,cust_395,2025-02-26T10:36:22.047621,146.37,prod_100,3,48.79
8bdafabe-8322-4a18-ad66-010e7cfc6776,cust_491,2025-10-12T19:50:35.047621,185.16,prod_156,1,185.16
9e8881ad-6204-4db6-b0c0-9f0fc7b969ef,cust_212,2025-03-22T01:27:03.047621,354.46,prod_164,2,177.23
2b86d9d8-f263-4778-9020-3e7ccc1dbd49,cust_272,2026-01-05T22:03:32.047621,87.48,prod_165,3,29.16
c3a7a0b9-9b2d-4e53-910e-f05f84755e9d,cust_453,2025-05-26T03:57:41.047621,27.85,prod_61,1,27.85
1bb8dac0-0429-4f1d-8301-3689abaadf8b,cust_59,2025-02-22T20:08:41.047621,115.24,prod_167,2,57.62
2030dc12-5ea2-4be6-9a9d-0f583debc114,cust_180,2025-06-26T05:47:25.047621,269.34,prod_171,3,89.78
a47e8d94-7764-43db-9900-034cd61f1b28,cust_114,2025-08-13T06:17:52.047621,22.95,prod_120,3,7.65
53e596d7-8fc2-4aa4-9a0e-e42e59bf18eb,cust_266,2025-08-24T16:30:06.047621,362.98,prod_90,2,181.49
3a2d6c2f-6c70-46a8-88b4-87ea986a6ecc,cust_211,2025-12-10T14:22:14.047621,186.65,prod_154,1,186.65
b1c42c9b-a000-4f3c-a608-3c09ce8291d4,cust_70,2025-06-05T23:02:15.047621,265.7,prod_37,2,132.85
4ef864aa-65ae-4463-a108-80f01ce8eb60,cust_345,2025-06-04T02:18:06.047621,491.34,prod_15,3,163.78
b8c4bf96-50ba-4659-9172-7b40e5f5cfd8,cust_205,2025-03-23T13:17:26.047621,370.2,prod_89,3,123.4
f2fb5a13-9d40-404a-a13e-a739fc1ef808,cust_16,2025-08-25T03:33:27.047621,77.74,prod_84,1,77.74
4c970d30-8fc5-43b6-b048-5c8ea9fa76ab,cust_302,2025-04-23T18:38:06.047621,204.62,prod_198,2,102.31
1f49286a-98bd-4a01-8be7-f8682c27b4e2,cust_304,2025-05-16T22:20:41.047621,123.94,prod_29,2,61.97
c96dbb57-aae9-42ef-839f-07a01f511e79,cust_2,2025-06-27T13:54:35.047621,30.58,prod_137,1,30.58
b36ba559-60b0-4d33-8143-6ce1a1b02166,cust_413,2025-05-24T09:03:16.047621,154.28,prod_161,2,77.14
7e3a4062-41cf-48cf-83c2-e4f86358b77e,cust_367,2025-11-02T05:01:36.047621,149.36,prod_55,2,74.68
4748077b-3bc0-48ee-9c61-a03e429b2e88,cust_339,2025-07-04T19:35:20.047621,138.81,prod_10,3,46.27
6644c263-72df-4bbf-9246-9f97fd228390,cust_79,2025-10-11T06:28:12.047621,406.95,prod_38,3,135.65
32a0f11e-e9fa-4b0b-ab5b-ecfd61d85a16,cust_25,2025-12-15T09:06:27.047621,82.58,prod_179,1,82.58
deffcb52-5a7d-4599-9db1-f3d02f6e768b,cust_449,2025-04-29T00:47:13.047621,143.12,prod_190,2,71.56
85a78867-4b75-4c9c-8eb1-4d6319ee6b62,cust_184,2025-11-04T22:36:56.047621,106.22,prod_23,2,53.11
b42f3519-9f3d-4ed5-a795-8a4d53a43f40,cust_177,2025-04-17T11:08:13.047621,20.79,prod_60,3,6.93
7955335e-2492-49b8-abcf-a11d8b2e26f5,cust_119,2026-01-18T14:58:27.047621,102.31,prod_198,1,102.31
639a6c23-4ac3-4df2-b7aa-f73588da81c3,cust_195,2025-06-04T02:03:01.047621,236.72,prod_153,2,118.36
f9f8f120-f637-40ba-9c24-e89a137dcbfd,cust_383,2025-02-07T07:07:25.047621,159.08,prod_150,2,79.54
a66426ae-6c51-4a72-ba1c-16ecf46f9128,cust_352,2025-07-19T17:29:12.047621,320.1,prod_92,3,106.7
580552d7-7a3e-47f9-aec3-b50b37b0ddc5,cust_408,2025-03-04T10:11:57.047621,197.31,prod_173,3,65.77
476e8d31-1978-41ce-a86a-749117ec4b77,cust_447,2025-09-28T05:32:51.047621,373.3,prod_154,2,186.65
ff156de0-06a3-4ee6-919b-8479c0011416,cust_136,2025-09-13T13:08:43.047621,304.77,prod_125,3,101.59
4baee1aa-b526-4b16-890e-d79d73a30246,cust_327,2025-11-03T03:34:57.047621,105.29,prod_19,1,105.29
cf27512f-1f1f-44b0-ae54-6c31dcec0571,cust_458,2025-02-11T17:08:23.047621,132.7,prod_1,2,66.35
beaaedcb-d438-4ade-bd10-01ffe9175d7a,cust_244,2025-02-15T02:34:13.047621,114.76,prod_30,2,57.38
9997d1c0-6f01-41a0-9f7e-74ce93441fed,cust_222,2025-03-20T03:37:53.047621,8.24,prod_172,1,8.24
0df0a60f-18df-40ee-84d8-8e468e386168,cust_93,2025-02-10T16:40:42.047621,120.86,prod_7,1,120.86
ec434953-742c-4c2d-ae7b-73b9063281ca,cust_163,2025-05-07T21:06:05.047621,71.24,prod_191,1,71.24
306a5bf3-c71f-41c0-8ecf-29d02aa37cc9,cust_476,2025-07-07T21:29:37.047621,38.01,prod_113,3,12.67
9186b36a-31bc-4eec-8962-b2c270a0d9b3,cust_356,2025-05-27T19:39:49.047621,376.47,prod_118,3,125.49
dc4f55dc-2b30-48e8-b48a-c6ec06a2cd24,cust_366,2025-04-29T10:59:03.047621,259.86,prod_32,2,129.93
49251979-36bd-41b9-b247-8a52f8e99ba3,cust_413,2025-03-14T08:59:00.047621,191.65,prod_185,1,191.65
d8b18929-dfa3-4800-afaf-87b8796bc9f2,cust_79,2025-06-18T15:18:44.047621,234.38,prod_18,2,117.19
bd1bd233-1f60-4194-b686-62ccc71a25ec,cust_193,2025-06-22T05:06:26.047621,154.28,prod_161,2,77.14
95c2d7e1-71d2-4de7-beee-3cfcd3f61b73,cust_203,2025-05-04T15:48:50.047621,15.3,prod_120,2,7.65
eb790377-d2e6-4739-a343-12ed61c40808,cust_66,2025-09-27T13:51:48.047621,42.41,prod_140,1,42.41
d33559fe-1a60-44dd-87ad-82fcf44329f6,cust_172,2025-12-13T02:44:47.047621,158.93,prod_48,1,158.93
7453bdf1-8ecb-455d-8597-ef6d89de5c9e,cust_71,2025-07-28T11:19:48.047621,327.56,prod_15,2,163.78
518cc38d-6bb5-4f27-b6b4-3995a76c1645,cust_280,2025-04-27T00:09:47.047621,107.81,prod_57,1,107.81
d6fd190d-5e36-4d67-9316-bd611d66b7ab,cust_330,2025-09-27T08:18:19.047621,235.14,prod_41,3,78.38
cc876eb9-3f97-4970-b22f-4d1aa794797f,cust_403,2025-09-05T23:16:55.047621,376.05,prod_77,3,125.35
fcc1307d-615c-4cac-9b84-8fae60621e7e,cust_38,2025-06-12T15:08:43.047621,119.34,prod_49,1,119.34
3aef3844-2c83-4844-a062-f20adf3b4d59,cust_226,2025-06-22T06:51:15.047621,238.62,prod_150,3,79.54
d75eced4-e792-4bd8-ab36-4519542ed0af,cust_385,2026-01-27T04:00:36.047621,493.56,prod_65,3,164.52
871e45f4-47b8-4f0c-9388-8a417121e631,cust_365,2025-12-13T10:11:35.047621,120.99,prod_106,3,40.33
cdc438c8-11e2-4e4d-bc49-d9ea3a943fd1,cust_71,2025-12-08T14:02:48.047621,354.46,prod_164,2,177.23
b263885b-bfc3-42da-b71d-caca4a77b4ca,cust_176,2025-05-29T23:45:41.047621,213.4,prod_92,2,106.7
6571d2da-73b1-4ec0-9941-3186d1bb751e,cust_263,2025-12-03T23:02:22.047621,214.65,prod_169,3,71.55
7f3d8f09-6f54-4641-ac6b-d0e101b4e4e4,cust_386,2025-02-12T10:41:13.047621,232.74,prod_81,3,77.58
3567e917-86ea-4b14-b889-85546a19bd16,cust_223,2025-08-08T17:09:52.047621,91.74,prod_137,3,30.58
bbce2fd5-c3f7-41b8-afa5-2a9e4420ccf4,cust_305,2025-11-02T21:17:36.047621,136.8,prod_186,3,45.6
4ec5bc02-d097-4697-8d21-7d7de06625b1,cust_480,2025-12-14T18:32:25.047621,250.7,prod_77,2,125.35
744cf62d-bb88-4e0a-91c9-d32e398c5aa3,cust_234,2025-06-13T11:10:57.047621,194.04,prod_97,2,97.02
f61d1986-8835-4d0d-8636-e480d96d0a19,cust_93,2026-01-26T00:36:49.047621,179.72,prod_51,1,179.72
5ab5ef03-d87c-4522-bdae-c09f405cd0f5,cust_46,2025-07-07T21:13:07.047621,293.7,prod_115,3,97.9
e0c60f81-8154-4653-80c6-92dc1a9383b8,cust_462,2025-04-09T01:04:55.047621,169.3,prod_188,1,169.3
a312f916-3ee0-4ef6-96fb-3a3249b9242f,cust_412,2025-02-13T09:33:21.047621,172.86,prod_167,3,57.62
3dc18597-9105-487d-aa0d-7fcb14cee176,cust_22,2025-07-20T22:26:47.047621,42.41,prod_140,1,42.41
4efbd8f6-0e83-4e14-9394-7312123a4812,cust_402,2025-05-30T12:55:15.047621,308.52,prod_189,3,102.84
36980d3c-bfac-49b0-a56b-b45813de6b7b,cust_205,2025-02-01T17:58:24.047621,182.13,prod_168,3,60.71
fdea275a-03fe-461a-adf9-e3f04236c1bf,cust_413,2025-12-17T01:42:32.047621,40.67,prod_53,1,40.67
6098a4c5-2141-49d5-a391-82ec6319b205,cust_363,2025-07-31T05:51:51.047621,163.32,prod_178,2,81.66
9efa0810-ff21-4671-b3c7-9818e8460623,cust_237,2025-07-04T14:35:34.047621,307.88,prod_80,2,153.94
abbfe8d5-4832-4b04-8399-619124009091,cust_403,2025-12-15T00:37:32.047621,159.9,prod_93,3,53.3
7fd4d78e-2162-4643-948c-24daf4f468e9,cust_244,2025-06-22T09:30:38.047621,437.91,prod_20,3,145.97
052d9d92-d559-4a15-a2dd-47a10aa03ae3,cust_431,2025-05-20T17:23:02.047621,329.04,prod_65,2,164.52
a746708e-0d88-4b57-aba3-514ba91b5c21,cust_318,2025-05-03T05:20:18.047621,233.22,prod_84,3,77.74
91ac61f0-739f-4a3f-b0d9-82773e5c6d7c,cust_143,2025-12-24T01:11:49.047621,364.28,prod_130,2,182.14
49c30b5c-ff5d-4ddb-9335-37df9fb304f3,cust_488,2025-04-03T12:00:04.047621,180.28,prod_193,1,180.28
79d1e5bf-c630-4f9b-8fbb-21e33a1df57b,cust_5,2025-05-01T01:20:19.047621,158.72,prod_136,2,79.36
6546b70c-1fc2-44fa-b2be-12dd03aacb40,cust_176,2025-04-14T14:52:05.047621,128.49,prod_58,1,128.49
9db5ef4f-e446-4522-8840-e77aea5c67e2,cust_139,2025-03-28T03:01:45.047621,91.15,prod_102,1,91.15
b849016c-a2b7-4a6f-90c2-63425f69e1c0,cust_434,2025-11-13T23:05:11.047621,73.11,prod_187,1,73.11
a42f3e2e-9ac2-4a60-8a2f-8bbf2c6dbc80,cust_53,2025-10-18T04:25:17.047621,188.3,prod_134,2,94.15
4ac38caa-703a-4ed4-8026-86e4142bd9a3,cust_106,2025-08-26T14:02:56.047621,539.16,prod_51,3,179.72
9be9c552-86ac-4a51-8af0-d9338c67076f,cust_199,2025-04-11T17:08:20.047621,269.34,prod_171,3,89.78
aeb74275-82db-42e7-ac2d-35646888ead6,cust_418,2025-07-18T02:03:32.047621,311.61,prod_126,3,103.87
84ce32a0-901c-4b47-ad35-f9490e470d76,cust_489,2026-01-05T13:15:42.047621,169.86,prod_91,3,56.62
7a9d9d72-9257-4a62-bbf6-90c06dc10cdf,cust_413,2025-08-10T00:27:10.047621,159.9,prod_93,3,53.3
c67fb901-57da-4d20-bdca-8593d2207f68,cust_428,2026-01-21T11:14:11.047621,194.04,prod_97,2,97.02
e4c344d8-dee7-4482-a421-7bd950a9389e,cust_86,2025-10-06T04:44:02.047621,89.41,prod_21,1,89.41
baeeb676-56e1-40c5-851e-5151f1886f8a,cust_147,2025-04-16T22:11:20.047621,76.15,prod_87,1,76.15
200d6f47-5ea7-433e-920b-dcebe81f8a0e,cust_210,2025-11-12T18:40:39.047621,33.9,prod_45,3,11.3
37ada57c-4690-4dca-9614-3b00def92601,cust_284,2025-04-15T20:54:41.047621,293.7,prod_115,3,97.9
21364486-e71e-4e39-a24e-fc782b42afea,cust_163,2025-03-16T17:18:21.047621,167.84,prod_95,2,83.92
d3763cae-99d6-4453-8454-4b43f76d40ad,cust_158,2025-10-03T13:12:10.047621,72.49,prod_71,1,72.49
229ed902-d636-41a8-b7c5-f420e2671244,cust_486,2025-06-14T00:15:04.047621,90.48,prod_6,3,30.16
b5207dcf-9a8c-4a85-98fc-356b6ddca3d2,cust_318,2025-06-02T01:01:54.047621,172.14,prod_30,3,57.38
adcef0a9-52bb-4cf8-b6da-31bcdec923c0,cust_54,2025-10-11T03:58:14.047621,80.66,prod_106,2,40.33
9b1450ad-8f88-462a-85b0-44e03795f4dc,cust_410,2025-08-04T03:08:18.047621,140.52,prod_108,3,46.84
24e9bdcc-90de-4f40-964e-84e37953fac8,cust_86,2026-01-26T15:33:49.047621,16.48,prod_172,2,8.24
7475b98a-8d5b-4bf0-b5c5-796320e7ed92,cust_206,2025-09-06T20:59:31.047621,135.04,prod_175,1,135.04
fcddb5e8-a210-46b3-8fab-b5109746f548,cust_461,2025-08-10T10:10:07.047621,359.36,prod_142,2,179.68
79642864-ecf9-4231-9443-8198151dadce,cust_12,2025-09-13T23:34:43.047621,373.26,prod_2,2,186.63
3e0c417b-c3c1-45e1-bc46-04409c4f01b8,cust_170,2025-04-21T18:50:26.047621,55.89,prod_135,1,55.89
f8ed4e24-90a9-4117-9e53-74e8c82078ce,cust_484,2025-12-15T05:29:45.047621,178.82,prod_21,2,89.41
a19f3cb0-3394-419d-9ddd-8656285cc5bf,cust_239,2025-07-10T21:36:22.047621,186.63,prod_2,1,186.63
23481173-80e5-4eec-b4de-a9b6644b838c,cust_185,2025-07-27T12:00:27.047621,481.56,prod_157,3,160.52
e9480cd3-aeed-40e2-8b74-7fb4729fdd96,cust_26,2025-07-01T02:43:30.047621,187.38,prod_148,1,187.38
8f91e3fd-e16d-45c2-ba35-37f827f3051d,cust_381,2025-04-24T14:52:09.047621,371.76,prod_181,3,123.92
d81b694a-4093-41ca-9dcf-9034dfd52e4f,cust_127,2026-01-18T19:03:34.047621,244.98,prod_178,3,81.66
0cde3c9b-5ed1-4219-98fe-71d704378525,cust_469,2025-05-25T01:48:54.047621,159.33,prod_23,3,53.11
1ab1dec0-1435-4631-98c5-d811b5234c82,cust_271,2025-06-25T05:23:02.047621,539.55,prod_74,3,179.85
5f6fe056-bb2e-4d67-86da-d55495e433df,cust_183,2026-01-03T09:32:08.047621,61.16,prod_137,2,30.58
d203df97-3236-4bf4-a7b4-dcab56018d63,cust_145,2025-05-29T03:44:06.047621,89.41,prod_21,1,89.41
0f06dbd2-2dc8-4e96-86da-5306dd1feb16,cust_388,2025-02-09T22:13:20.047621,155.75,prod_177,1,155.75
66694e6a-5306-4ff1-98ff-605cd84fac8f,cust_331,2026-01-02T07:21:08.047621,524.1,prod_3,3,174.7
61af3181-db97-45f3-8302-9b11a54793ba,cust_292,2025-03-13T12:19:27.047621,106.6,prod_93,2,53.3
b313d628-c10e-48d2-b32a-5982b4410f06,cust_312,2026-01-25T13:58:31.047621,113.36,prod_132,1,113.36
ac6854c7-fa3f-4b58-9cfa-8929212154c9,cust_53,2025-03-14T17:58:45.047621,236.72,prod_153,2,118.36
2b6cdf55-435a-49e3-9fff-40d72f72858a,cust_301,2025-08-24T01:21:30.047621,158.72,prod_136,2,79.36
e4245c43-fb19-4fb5-9e27-40e88a5bd162,cust_5,2025-10-17T09:18:49.047621,364.28,prod_130,2,182.14
28021c04-dc0c-4509-a7fc-ec4493dd2d16,cust_70,2025-11-10T07:54:29.047621,546.42,prod_130,3,182.14
2deb946f-dcd7-405e-a847-3a3f53437da8,cust_465,2026-01-14T13:16:31.047621,436.86,prod_12,3,145.62
4ecb49e3-c456-4464-a627-cec661124c68,cust_29,2025-02-21T16:07:53.047621,309.6,prod_70,3,103.2
af9f4a06-7529-49e7-b936-4bd960b4f022,cust_471,2025-12-08T17:41:28.047621,268.52,prod_5,2,134.26
38217882-7df6-42b8-aa0a-420d6c6dc2bb,cust_59,2025-02-25T13:06:27.047621,210.58,prod_19,2,105.29
a769ac69-6844-48cc-8c9d-43c9ed76ed06,cust_444,2025-03-08T03:20:44.047621,140.76,prod_96,3,46.92
794942d0-d8a9-4252-a552-b52fc96ca6d2,cust_485,2025-06-10T17:04:09.047621,7.69,prod_141,1,7.69
f1048a1b-477b-4585-8e40-333a8819c5e5,cust_481,2026-01-08T15:00:23.047621,86.76,prod_104,2,43.38
f8dd3410-82d0-47e9-980a-fa32488d1e0b,cust_272,2025-11-06T01:21:16.047621,371.76,prod_181,3,123.92
a28eb982-9ba0-431a-b1c2-dfac63933eda,cust_38,2025-11-19T22:21:47.047621,477.93,prod_28,3,159.31
395c63c6-554c-47d4-89c6-a96f771de22f,cust_305,2025-08-08T22:46:44.047621,158.13,prod_69,1,158.13
3e456f02-22d4-40f7-a863-e40c7b7832be,cust_253,2025-06-26T07:07:31.047621,42.41,prod_140,1,42.41
7e363f3d-fff5-4387-9863-886266635dd0,cust_461,2025-08-30T07:45:11.047621,130.71,prod_124,1,130.71
887ff55c-afe5-4c87-87a1-81f6d011aa24,cust_94,2025-12-18T23:41:11.047621,66.35,prod_1,1,66.35
09fd8928-e1b4-461b-ad47-789d20f81273,cust_471,2025-09-09T13:32:27.047621,181.49,prod_90,1,181.49
6084201d-8cda-49fd-8a6e-44f8d47e0397,cust_69,2025-09-10T01:05:19.047621,320.04,prod_44,3,106.68
a99d29ec-6e55-4981-82b8-99d116a90678,cust_304,2025-06-03T16:04:52.047621,22.6,prod_45,2,11.3
d390c058-19f8-4f00-b8d3-af9bb09435ba,cust_391,2025-04-21T12:02:46.047621,373.3,prod_154,2,186.65
5ead7268-54fe-4236-9e7d-9ea3280a84e9,cust_354,2025-08-09T06:27:53.047621,68.43,prod_145,3,22.81
bd5f598a-c96c-45c9-97e1-d2236ec475eb,cust_392,2025-10-11T19:31:53.047621,153.94,prod_80,1,153.94
f74967a3-b7f3-43fd-a1e8-8a5410d47ea3,cust_316,2025-10-03T06:19:37.047621,187.38,prod_148,1,187.38
8a562858-c9a9-4307-9614-c4628ebd04d5,cust_240,2025-02-19T19:42:50.047621,232.74,prod_81,3,77.58
6649ca0c-5ed0-400d-a96a-658d0de0720e,cust_446,2025-02-13T09:58:53.047621,55.7,prod_61,2,27.85
8ebed898-3401-4b64-8469-8180cd58e6dc,cust_357,2025-09-25T22:17:42.047621,123.92,prod_181,1,123.92
152cdf80-caff-4817-bf59-d2de70983338,cust_267,2025-07-10T09:20:26.047621,523.62,prod_151,3,174.54
49ca763a-5939-4943-b720-51bf68598e62,cust_97,2025-08-20T07:12:25.047621,179.76,prod_13,3,59.92
4397da75-92d7-42a3-8d8f-10598334c0b3,cust_320,2025-08-31T06:38:09.047621,145.45,prod_112,1,145.45
389d5d11-7171-4086-aec9-9acf08bd371f,cust_3,2025-12-19T08:58:39.047621,55.7,prod_61,2,27.85
8ded493f-aef1-4aa0-a8bc-4f545ae2a4a1,cust_9,2025-03-04T21:56:39.047621,238.08,prod_136,3,79.36
822f3ef1-1431-4667-9dc6-9593d596ac1d,cust_128,2025-05-20T00:01:23.047621,44.23,prod_159,1,44.23
1aa053ac-6aaf-44e8-9038-e67b41dc3e65,cust_256,2025-12-13T17:01:04.047621,59.06,prod_85,2,29.53
bdb3236e-2c6a-4705-a1e8-35688e98c5d0,cust_329,2025-04-01T04:52:34.047621,487.92,prod_4,3,162.64
90325a27-49c8-4b83-84f6-0fe0fa42c04a,cust_68,2025-04-26T17:50:32.047621,159.54,prod_42,2,79.77
01cfda7e-be7e-4484-80eb-01c1354a7261,cust_274,2025-06-11T17:59:01.047621,360.6,prod_33,2,180.3
cc99f7ac-5f62-4916-8fed-8f174cbd54a2,cust_192,2025-07-25T23:36:02.047621,25.63,prod_121,1,25.63
282af5c9-6d19-4ece-8074-a20b412b43da,cust_438,2026-01-12T12:26:00.047621,359.44,prod_51,2,179.72
8aba4d9d-d8d3-47d7-a489-9b7567c6662b,cust_107,2025-09-08T18:03:40.047621,304.77,prod_125,3,101.59
58c4075f-49db-480a-b785-4acdab3e806a,cust_388,2025-03-10T16:33:21.047621,539.04,prod_142,3,179.68
e5d32f91-e62a-4f7d-ba33-860a69622c86,cust_26,2025-12-12T22:42:32.047621,63.9,prod_82,3,21.3
60ca6387-b3e4-438d-8ad4-5c66b1701b06,cust_488,2025-08-29T19:32:08.047621,402.78,prod_5,3,134.26
5e2c94c7-56b9-47f5-bea6-080805350dca,cust_64,2025-05-08T15:27:54.047621,439.59,prod_99,3,146.53
54249064-4883-4928-a699-780c017bf266,cust_105,2025-06-01T15:09:59.047621,88.14,prod_199,2,44.07
ea584d7e-bead-423e-b321-5dc1438ce850,cust_296,2026-01-31T16:50:30.047621,47.8,prod_180,1,47.8
d6b0583e-2212-4ba8-b39c-e24a3ee64504,cust_397,2025-08-30T14:47:30.047621,306.93,prod_198,3,102.31
6c120741-eefd-4d64-bdb6-30f405d36b3d,cust_348,2025-05-20T18:55:58.047621,55.89,prod_135,1,55.89
efc23d4e-e0b5-4141-aa89-d2ea180d956b,cust_38,2025-11-01T21:03:12.047621,330.12,prod_192,2,165.06
ff698746-ea79-42cc-81c0-e1fb807d6229,cust_311,2025-09-16T19:18:03.047621,127.23,prod_140,3,42.41
0279b41e-127c-412b-a388-a294919e8654,cust_407,2025-04-26T19:32:52.047621,196.84,prod_67,2,98.42
99fb3a15-76cc-44cb-a3d0-0e6a8d7b2a24,cust_452,2025-10-28T22:57:26.047621,90.6,prod_43,1,90.6
6d6aae0b-4706-4183-81da-937cdc50cd69,cust_237,2025-12-23T20:52:48.047621,22.95,prod_120,3,7.65
7cf1dd16-458a-4722-805b-e197ffa6341f,cust_117,2025-12-11T17:13:30.047621,329.04,prod_65,2,164.52
56c0749f-5e29-4be8-b06b-a17172bf5f04,cust_198,2025-11-05T05:18:12.047621,181.49,prod_90,1,181.49
e552e77b-b19d-451d-bf9e-946b8c937538,cust_281,2025-07-31T17:44:55.047621,476.79,prod_48,3,158.93
05e1c516-671d-4bdf-bba0-7635d1d9b790,cust_29,2025-11-16T00:31:52.047621,574.95,prod_185,3,191.65
5fc92674-ca86-4a30-9eeb-177bdfa75791,cust_278,2025-08-12T06:48:38.047621,191.65,prod_185,1,191.65
a2408595-8621-4ec5-9d43-7a2ae364d791,cust_409,2025-12-28T02:35:40.047621,307.64,prod_88,2,153.82
ad548d29-1137-477a-946a-9356c2e849fc,cust_58,2025-04-07T03:20:38.047621,44.6,prod_68,1,44.6
4107e091-d60c-40c2-a9ef-1073c454418b,cust_348,2025-08-06T06:10:53.047621,167.84,prod_95,2,83.92
f80b7ff3-387c-44bc-b37f-ba3529165ef1,cust_429,2025-12-19T09:59:07.047621,206.4,prod_70,2,103.2
fd42c577-dd74-46c5-bd7c-b32b77e2f038,cust_198,2025-02-04T23:46:33.047621,160.78,prod_34,1,160.78
0c3eb291-cd2f-4beb-9b8b-ee1a51e7017b,cust_379,2025-02-21T08:54:26.047621,40.16,prod_64,1,40.16
3cf86bf0-59c1-4e41-b866-af8e921d3c13,cust_447,2025-10-31T10:19:20.047621,150.72,prod_11,1,150.72
61b67463-1d86-434a-a8a1-b359989c57e8,cust_440,2025-05-24T08:47:29.047621,179.04,prod_146,1,179.04
2cb096c5-3676-488c-9128-1df6b54e20e4,cust_344,2025-07-22T19:09:30.047621,58.58,prod_98,2,29.29
770bf75d-bfbb-418c-a6e4-1c3653b185fa,cust_286,2025-10-07T21:03:33.047621,97.02,prod_97,1,97.02
f101b12c-db33-4604-b701-c6ea301b5df2,cust_47,2025-07-11T11:31:26.047621,213.72,prod_191,3,71.24
947f3ce0-e561-4a71-a9de-13285f1087bc,cust_35,2025-05-12T19:54:56.047621,132.85,prod_37,1,132.85
7a8dbf56-2a20-46c8-be01-195ea482530e,cust_479,2025-06-03T13:13:43.047621,90.6,prod_43,1,90.6
769e6556-c0cb-4c6d-8f4c-bf166fd95d1c,cust_290,2025-09-16T04:31:51.047621,531.69,prod_164,3,177.23
a679e9a3-e38c-4b03-8a35-2c3e11e69f5e,cust_165,2025-02-15T07:03:33.047621,385.47,prod_58,3,128.49
fbf0d271-6e4b-441b-9f7b-d4901a423ba4,cust_462,2026-01-27T21:03:46.047621,263.38,prod_86,2,131.69
2d556a81-74f6-4458-ac30-b0d60af84f94,cust_14,2025-10-11T19:11:25.047621,271.8,prod_43,3,90.6
966b8e77-15e1-4933-8bd9-fae2e9ea80ef,cust_315,2025-06-14T09:01:52.047621,181.49,prod_90,1,181.49
7f62ed50-df49-4d55-98c7-48f464c603f1,cust_491,2025-06-07T12:05:15.047621,15.3,prod_120,2,7.65
